section	category	display_name	relative_path	launcher	core
PLAY	FINALBURN NEO	VINDCTR2	ROMS/FBNEO/vindctr2.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	VINDICTR	ROMS/FBNEO/vindictr.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	VIOFIGHT	ROMS/FBNEO/viofight.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	VIOSTORM	ROMS/FBNEO/viostorm.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	VSAV	ROMS/FBNEO/vsav.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	VSAV2	ROMS/FBNEO/vsav2.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	WIZDFIRE	ROMS/FBNEO/wizdfire.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	WNDRMOMO	ROMS/FBNEO/wndrmomo.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	WNDRPLNT	ROMS/FBNEO/wndrplnt.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	WOF	ROMS/FBNEO/wof.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	XEXEX	ROMS/FBNEO/xexex.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	XMCOTA	ROMS/FBNEO/xmcota.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	XMEN	ROMS/FBNEO/xmen.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	XMULTIPL	ROMS/FBNEO/xmultipl.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	XMVSF	ROMS/FBNEO/xmvsf.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	YIEAR	ROMS/FBNEO/yiear.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	FINALBURN NEO	ZIGZAGB	ROMS/FBNEO/zigzagb.zip	RETROARCH	km_fbneo_xtreme_amped_libretro.so
PLAY	NES FAMICOM	10-YARD FIGHT (USA, EUROPE)	ROMS/FC/10-Yard Fight (USA, Europe).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	1942 (JAPAN, USA)	ROMS/FC/1942 (Japan, USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	1943 - THE BATTLE OF MIDWAY (USA)	ROMS/FC/1943 - The Battle of Midway (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	3-D WORLDRUNNER (USA)	ROMS/FC/3-D WorldRunner (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	720 DEGREES (USA)	ROMS/FC/720 Degrees (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	8 EYES (USA)	ROMS/FC/8 Eyes (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ABADOX - THE DEADLY INNER WAR (USA)	ROMS/FC/Abadox - The Deadly Inner War (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ACTION 52 (USA) (UNL)	ROMS/FC/Action 52 (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ADDAMS FAMILY, THE (USA)	ROMS/FC/Addams Family, The (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ADDAMS FAMILY, THE - PUGSLEY'S SCAVENGER HUNT (USA)	ROMS/FC/Addams Family, The - Pugsley's Scavenger Hunt (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ADVANCED DUNGEONS & DRAGONS - DRAGONSTRIKE (USA)	ROMS/FC/Advanced Dungeons & Dragons - DragonStrike (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ADVANCED DUNGEONS & DRAGONS - HEROES OF THE LANCE (USA)	ROMS/FC/Advanced Dungeons & Dragons - Heroes of the Lance (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ADVANCED DUNGEONS & DRAGONS - HILLSFAR (USA)	ROMS/FC/Advanced Dungeons & Dragons - Hillsfar (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ADVANCED DUNGEONS & DRAGONS - POOL OF RADIANCE (USA)	ROMS/FC/Advanced Dungeons & Dragons - Pool of Radiance (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ADVENTURE ISLAND (USA)	ROMS/FC/Adventure Island (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ADVENTURE ISLAND 3 (USA)	ROMS/FC/Adventure Island 3 (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ADVENTURE ISLAND II (USA)	ROMS/FC/Adventure Island II (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ADVENTURES IN THE MAGIC KINGDOM (USA)	ROMS/FC/Adventures in the Magic Kingdom (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	AFTER BURNER (USA) (UNL)	ROMS/FC/After Burner (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	AIR FORTRESS (USA)	ROMS/FC/Air Fortress (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	AIRBALL (USA) (PROTO)	ROMS/FC/Airball (USA) (Proto).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	AIRWOLF (USA)	ROMS/FC/Airwolf (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	AL UNSER JR. TURBO RACING (USA)	ROMS/FC/Al Unser Jr. Turbo Racing (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ALADDIN (EUROPE)	ROMS/FC/Aladdin (Europe).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ALFRED CHICKEN (USA)	ROMS/FC/Alfred Chicken (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ALIEN 3 (USA)	ROMS/FC/Alien 3 (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ALIEN SYNDROME (USA) (UNL)	ROMS/FC/Alien Syndrome (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ALL-PRO BASKETBALL (USA)	ROMS/FC/All-Pro Basketball (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ALTER EGO (WORLD) (UNL)	ROMS/FC/Alter Ego (World) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	AMAGON (USA)	ROMS/FC/Amagon (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	AMERICAN GLADIATORS (USA)	ROMS/FC/American Gladiators (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ANTICIPATION (USA)	ROMS/FC/Anticipation (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ARCH RIVALS - A BASKETBRAWL! (USA)	ROMS/FC/Arch Rivals - A Basketbrawl! (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	ARCHON (USA)	ROMS/FC/Archon (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BANDIT KINGS OF ANCIENT CHINA (USA)	ROMS/FC/Bandit Kings of Ancient China (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BARBIE (USA)	ROMS/FC/Barbie (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BARD'S TALE, THE (USA)	ROMS/FC/Bard's Tale, The (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BARKER BILL'S TRICK SHOOTING (USA)	ROMS/FC/Barker Bill's Trick Shooting (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BASHI BAZOOK - MORPHOID MASHER (USA) (PROTO)	ROMS/FC/Bashi Bazook - Morphoid Masher (USA) (Proto).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BATMAN - RETURN OF THE JOKER (USA)	ROMS/FC/Batman - Return of the Joker (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BATMAN - THE VIDEO GAME (USA)	ROMS/FC/Batman - The Video Game (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BATMAN RETURNS (USA)	ROMS/FC/Batman Returns (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BATTLE CHESS (USA)	ROMS/FC/Battle Chess (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BATTLE KID - FORTRESS OF PERIL (USA) (UNL)	ROMS/FC/Battle Kid - Fortress of Peril (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BATTLE KID 2 - MOUNTAIN OF TORMENT (USA) (UNL)	ROMS/FC/Battle Kid 2 - Mountain of Torment (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BATTLE OF OLYMPUS, THE (USA)	ROMS/FC/Battle of Olympus, The (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BATTLESHIP (USA)	ROMS/FC/Battleship (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BATTLETANK (USA)	ROMS/FC/Battletank (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BATTLETOADS (USA)	ROMS/FC/Battletoads (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BEAUTY AND THE BEAST (EUROPE)	ROMS/FC/Beauty and the Beast (Europe).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BLACKJACK (USA) (UNL)	ROMS/FC/Blackjack (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BLADE BUSTER (WORLD) (UNL)	ROMS/FC/Blade Buster (World) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BLADES OF STEEL (USA)	ROMS/FC/Blades of Steel (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BLASTER MASTER (USA)	ROMS/FC/Blaster Master (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BLUE MARLIN, THE (USA)	ROMS/FC/Blue Marlin, The (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BLUES BROTHERS, THE (USA)	ROMS/FC/Blues Brothers, The (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BOMB SWEEPER (WORLD) (UNL)	ROMS/FC/Bomb Sweeper (World) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BOMBERMAN (USA)	ROMS/FC/Bomberman (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BOMBERMAN II (USA)	ROMS/FC/Bomberman II (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BONK'S ADVENTURE (USA)	ROMS/FC/Bonk's Adventure (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BOULDER DASH (USA)	ROMS/FC/Boulder Dash (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BOX BOY (WORLD) (UNL)	ROMS/FC/Box Boy (World) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BOY AND HIS BLOB, A - TROUBLE ON BLOBOLONIA (USA)	ROMS/FC/Boy and His Blob, A - Trouble on Blobolonia (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BRAM STOKER'S DRACULA (USA)	ROMS/FC/Bram Stoker's Dracula (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BURGERTIME (USA)	ROMS/FC/BurgerTime (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	BUZZ AND WALDOG (USA) (PROTO)	ROMS/FC/Buzz and Waldog (USA) (Proto).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CABAL (USA)	ROMS/FC/Cabal (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CAESARS PALACE (USA)	ROMS/FC/Caesars Palace (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CALIFORNIA GAMES (USA)	ROMS/FC/California Games (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CALIFORNIA RAISINS - THE GRAPE ESCAPE (USA) (PROTO)	ROMS/FC/California Raisins - The Grape Escape (USA) (Proto).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CALTRON - 6 IN 1 (USA) (UNL)	ROMS/FC/Caltron - 6 in 1 (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CAPCOM'S GOLD MEDAL CHALLENGE '92 (USA)	ROMS/FC/Capcom's Gold Medal Challenge '92 (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CAPTAIN AMERICA AND THE AVENGERS (USA)	ROMS/FC/Captain America and the Avengers (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CAPTAIN COMIC - THE ADVENTURE (USA) (UNL)	ROMS/FC/Captain Comic - The Adventure (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CAPTAIN PLANET AND THE PLANETEERS (USA)	ROMS/FC/Captain Planet and the Planeteers (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CAPTAIN SKYHAWK (USA)	ROMS/FC/Captain Skyhawk (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CASINO KID (USA)	ROMS/FC/Casino Kid (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CASINO KID II (USA)	ROMS/FC/Casino Kid II (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CASTELIAN (USA)	ROMS/FC/Castelian (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CASTLE OF DECEIT (USA) (UNL)	ROMS/FC/Castle of Deceit (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CASTLE OF DRAGON (USA)	ROMS/FC/Castle of Dragon (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CASTLEQUEST (USA)	ROMS/FC/Castlequest (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CASTLEVANIA (USA)	ROMS/FC/Castlevania (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CASTLEVANIA II - SIMON'S QUEST (USA)	ROMS/FC/Castlevania II - Simon's Quest (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CASTLEVANIA III - DRACULA'S CURSE (USA)	ROMS/FC/Castlevania III - Dracula's Curse (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CAVEMAN GAMES (USA)	ROMS/FC/Caveman Games (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CHALLENGE OF THE DRAGON (USA) (UNL)	ROMS/FC/Challenge of the Dragon (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CHUBBY CHERUB (USA)	ROMS/FC/Chubby Cherub (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CHUCK YEAGER'S FIGHTER COMBAT (USA) (PROTO)	ROMS/FC/Chuck Yeager's Fighter Combat (USA) (Proto).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CIRCUS CAPER (USA)	ROMS/FC/Circus Caper (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CLASH AT DEMONHEAD (USA)	ROMS/FC/Clash at Demonhead (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CLASSIC CONCENTRATION (USA)	ROMS/FC/Classic Concentration (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CLIFFHANGER (USA)	ROMS/FC/Cliffhanger (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	COBRA COMMAND (USA)	ROMS/FC/Cobra Command (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	COBRA TRIANGLE (USA)	ROMS/FC/Cobra Triangle (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CODE NAME - VIPER (USA)	ROMS/FC/Code Name - Viper (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	COLOR A DINOSAUR (USA)	ROMS/FC/Color a Dinosaur (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	COMMANDO (USA)	ROMS/FC/Commando (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CONAN (USA)	ROMS/FC/Conan (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CONFLICT (USA)	ROMS/FC/Conflict (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CONQUEST OF THE CRYSTAL PALACE (USA)	ROMS/FC/Conquest of the Crystal Palace (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CONTRA (USA)	ROMS/FC/Contra (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CONTRA FORCE (USA)	ROMS/FC/Contra Force (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	COOL WORLD (USA)	ROMS/FC/Cool World (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CYBER STADIUM SERIES - BASE WARS (USA)	ROMS/FC/Cyber Stadium Series - Base Wars (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CYBERBALL (USA)	ROMS/FC/Cyberball (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	CYBERNOID - THE FIGHTING MACHINE (USA)	ROMS/FC/Cybernoid - The Fighting Machine (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DANCE AEROBICS (USA)	ROMS/FC/Dance Aerobics (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DANNY SULLIVAN'S INDY HEAT (USA)	ROMS/FC/Danny Sullivan's Indy Heat (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DARKMAN (USA)	ROMS/FC/Darkman (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DARKWING DUCK (USA)	ROMS/FC/Darkwing Duck (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DASH GALAXY IN THE ALIEN ASYLUM (USA)	ROMS/FC/Dash Galaxy in the Alien Asylum (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DAY DREAMIN' DAVEY (USA)	ROMS/FC/Day Dreamin' Davey (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DAYS OF THUNDER (USA)	ROMS/FC/Days of Thunder (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DEADLY TOWERS (USA)	ROMS/FC/Deadly Towers (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DEATH RACE (USA) (UNL)	ROMS/FC/Death Race (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DEATHBOTS (USA) (UNL)	ROMS/FC/Deathbots (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DEFENDER II (USA)	ROMS/FC/Defender II (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DEFENDER OF THE CROWN (USA)	ROMS/FC/Defender of the Crown (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DEFENDERS OF DYNATRON CITY (USA)	ROMS/FC/Defenders of Dynatron City (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DEJA VU (USA)	ROMS/FC/Deja Vu (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DEMON SWORD - RELEASE THE POWER (USA)	ROMS/FC/Demon Sword - Release the Power (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DESERT COMMANDER (USA)	ROMS/FC/Desert Commander (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DESTINATION EARTHSTAR (USA)	ROMS/FC/Destination Earthstar (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DESTINY OF AN EMPEROR (USA)	ROMS/FC/Destiny of an Emperor (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DEVIL WORLD (EUROPE)	ROMS/FC/Devil World (Europe).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DICK TRACY (USA)	ROMS/FC/Dick Tracy (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DIE HARD (USA)	ROMS/FC/Die Hard (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DIG DUG II - TROUBLE IN PARADISE (USA)	ROMS/FC/Dig Dug II - Trouble in Paradise (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DIGGER - THE LEGEND OF THE LOST CITY (USA)	ROMS/FC/Digger - The Legend of the Lost City (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DIRTY HARRY (USA)	ROMS/FC/Dirty Harry (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DIZZY THE ADVENTURER (USA) (UNL)	ROMS/FC/Dizzy the Adventurer (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DOUBLE DARE (USA)	ROMS/FC/Double Dare (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DOUBLE DRIBBLE (USA)	ROMS/FC/Double Dribble (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DOUBLE STRIKE - AERIAL ATTACK FORCE (USA) (UNL)	ROMS/FC/Double Strike - Aerial Attack Force (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DRAGON WARRIOR (USA)	ROMS/FC/Dragon Warrior (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DRAGON WARRIOR II (USA)	ROMS/FC/Dragon Warrior II (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DRAGON WARRIOR III (USA)	ROMS/FC/Dragon Warrior III (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DRAGON WARRIOR IV (USA)	ROMS/FC/Dragon Warrior IV (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DRAGON'S LAIR (USA)	ROMS/FC/Dragon's Lair (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DROPZONE (EUROPE)	ROMS/FC/Dropzone (Europe).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DUCK HUNT (WORLD)	ROMS/FC/Duck Hunt (World).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DUCK MAZE (AUSTRALIA) (UNL)	ROMS/FC/Duck Maze (Australia) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DUCKTALES (USA)	ROMS/FC/DuckTales (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DUCKTALES 2 (USA)	ROMS/FC/DuckTales 2 (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DUDES WITH ATTITUDE (USA) (UNL)	ROMS/FC/Dudes With Attitude (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DUNGEON MAGIC - SWORD OF THE ELEMENTS (USA)	ROMS/FC/Dungeon Magic - Sword of the Elements (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DUSTY DIAMOND'S ALL-STAR SOFTBALL (USA)	ROMS/FC/Dusty Diamond's All-Star Softball (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DYNABLASTER (EUROPE)	ROMS/FC/Dynablaster (Europe).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	DYNOWARZ - DESTRUCTION OF SPONDYLUS (USA)	ROMS/FC/Dynowarz - Destruction of Spondylus (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	EARTH BOUND (USA) (PROTO)	ROMS/FC/Earth Bound (USA) (Proto).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	FINAL FANTASY (USA)	ROMS/FC/Final Fantasy (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	FIRE 'N ICE (USA)	ROMS/FC/Fire 'n Ice (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	FIREHAWK (USA) (UNL)	ROMS/FC/Firehawk (USA) (Unl).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	FISHER-PRICE - FIREHOUSE RESCUE (USA)	ROMS/FC/Fisher-Price - Firehouse Rescue (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	FISHER-PRICE - I CAN REMEMBER (USA)	ROMS/FC/Fisher-Price - I Can Remember (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	FISHER-PRICE - PERFECT FIT (USA)	ROMS/FC/Fisher-Price - Perfect Fit (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	FIST OF THE NORTH STAR (USA)	ROMS/FC/Fist of the North Star (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	FLIGHT OF THE INTRUDER (USA)	ROMS/FC/Flight of the Intruder (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	GHOSTBUSTERS (USA)	ROMS/FC/Ghostbusters (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	GHOSTBUSTERS II (USA)	ROMS/FC/Ghostbusters II (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	GHOSTS'N GOBLINS (USA)	ROMS/FC/Ghosts'n Goblins (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	GHOUL SCHOOL (USA)	ROMS/FC/Ghoul School (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	GOAL! (USA)	ROMS/FC/Goal! (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	GOAL! TWO (USA)	ROMS/FC/Goal! Two (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	GODZILLA - MONSTER OF MONSTERS! (USA)	ROMS/FC/Godzilla - Monster of Monsters! (USA).zip	RETROARCH	fceumm_libretro.so
PLAY	NES FAMICOM	GODZILLA 2 - WAR OF THE MONSTERS (USA)	ROMS/FC/Godzilla 2 - War of the Monsters (USA).zip	RETROARCH	fceumm_libretro.so
