section	category	display_name	relative_path	launcher	core
PLAY	SNES	COOL SPOT (USA)	ROMS/SNES/Cool Spot (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	COOL WORLD (USA)	ROMS/SNES/Cool World (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	COPA LIBERTADORES 3 (USA) (ES) (PIRATE)	ROMS/SNES/Copa Libertadores 3 (USA) (Es) (Pirate).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	CORON LAND (JAPAN)	ROMS/SNES/Coron Land (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	COSMO GANG - THE PUZZLE (JAPAN)	ROMS/SNES/Cosmo Gang - The Puzzle (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	COSMO GANG - THE VIDEO (JAPAN)	ROMS/SNES/Cosmo Gang - The Video (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	COSMO POLICE GALIVAN II - ARROW OF JUSTICE (JAPAN)	ROMS/SNES/Cosmo Police Galivan II - Arrow of Justice (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	CRAYON SHIN-CHAN - ARASHI O YOBU ENJI (JAPAN)	ROMS/SNES/Crayon Shin-chan - Arashi o Yobu Enji (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	CRAYON SHIN-CHAN 2 - DAIMAOU NO GYAKUSHUU (JAPAN)	ROMS/SNES/Crayon Shin-chan 2 - Daimaou no Gyakushuu (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	CREEPY BIRD (WORLD) (V1.02) (DIGITAL RELEASE) (AFTERMARKET) (UNL)	ROMS/SNES/Creepy Bird (World) (v1.02) (Digital Release) (Aftermarket) (Unl).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	CRYSTAL BEANS FROM DUNGEON EXPLORER (JAPAN)	ROMS/SNES/Crystal Beans from Dungeon Explorer (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	CU-ON-PA SFC (JAPAN)	ROMS/SNES/Cu-On-Pa SFC (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	CUTE ANGELA (WORLD) (UNL)	ROMS/SNES/Cute Angela (World) (Unl).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	CUTTHROAT ISLAND (USA)	ROMS/SNES/CutThroat Island (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	CYBER KNIGHT (JAPAN)	ROMS/SNES/Cyber Knight (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	CYBER KNIGHT II - CHIKYUU TEIKOKU NO YABOU (JAPAN)	ROMS/SNES/Cyber Knight II - Chikyuu Teikoku no Yabou (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	CYBER SPIN (USA)	ROMS/SNES/Cyber Spin (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	CYBORG 009 (JAPAN)	ROMS/SNES/Cyborg 009 (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	D-FORCE (USA)	ROMS/SNES/D-Force (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DAFFY DUCK - THE MARVIN MISSIONS (USA)	ROMS/SNES/Daffy Duck - The Marvin Missions (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DAI-3-JI SUPER ROBOT TAISEN (JAPAN) (REV 3)	ROMS/SNES/Dai-3-ji Super Robot Taisen (Japan) (Rev 3).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DAI-4-JI SUPER ROBOT TAISEN (JAPAN) (REV 1)	ROMS/SNES/Dai-4-ji Super Robot Taisen (Japan) (Rev 1).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DAIBAKUSHOU JINSEI GEKIJOU (JAPAN)	ROMS/SNES/Daibakushou Jinsei Gekijou (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DAIBAKUSHOU JINSEI GEKIJOU - DOKIDOKI SEISHUN HEN (JAPAN)	ROMS/SNES/Daibakushou Jinsei Gekijou - Dokidoki Seishun Hen (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DAIBAKUSHOU JINSEI GEKIJOU - OOEDO NIKKI (JAPAN)	ROMS/SNES/Daibakushou Jinsei Gekijou - Ooedo Nikki (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DAIBAKUSHOU JINSEI GEKIJOU - ZUKKOKE SALARYMAN HEN (JAPAN) (REV 1) (NP)	ROMS/SNES/Daibakushou Jinsei Gekijou - Zukkoke Salaryman Hen (Japan) (Rev 1) (NP).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DAIKAIJUU MONOGATARI (JAPAN) (REV 1)	ROMS/SNES/Daikaijuu Monogatari (Japan) (Rev 1).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DAIKAIJUU MONOGATARI II (JAPAN)	ROMS/SNES/Daikaijuu Monogatari II (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DAISENRYAKU EXPERT (JAPAN)	ROMS/SNES/Daisenryaku Expert (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DAISENRYAKU EXPERT WWII - WAR IN EUROPE (JAPAN)	ROMS/SNES/Daisenryaku Expert WWII - War in Europe (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DARIUS TWIN (USA)	ROMS/SNES/Darius Twin (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DARK HALF (JAPAN)	ROMS/SNES/Dark Half (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DARK KINGDOM (JAPAN)	ROMS/SNES/Dark Kingdom (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DARK LAW - MEANING OF DEATH (JAPAN)	ROMS/SNES/Dark Law - Meaning of Death (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DATE KIMIKO NO VIRTUAL TENNIS (JAPAN)	ROMS/SNES/Date Kimiko no Virtual Tennis (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DAVID CRANE'S AMAZING TENNIS (USA)	ROMS/SNES/David Crane's Amazing Tennis (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DAZE BEFORE CHRISTMAS (EUROPE)	ROMS/SNES/Daze Before Christmas (Europe).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DEAD DANCE (JAPAN)	ROMS/SNES/Dead Dance (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DEAE TONOSAMA APPARE ICHIBAN (JAPAN)	ROMS/SNES/Deae Tonosama Appare Ichiban (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DEAR BOYS (JAPAN)	ROMS/SNES/Dear Boys (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DEATH AND RETURN OF SUPERMAN, THE (USA) (REV 1)	ROMS/SNES/Death and Return of Superman, The (USA) (Rev 1).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DEATH BRADE (JAPAN)	ROMS/SNES/Death Brade (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DEKITATE HIGH SCHOOL (JAPAN)	ROMS/SNES/Dekitate High School (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DEMOLITION MAN (USA)	ROMS/SNES/Demolition Man (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DEMON'S CREST (USA)	ROMS/SNES/Demon's Crest (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DENNIS THE MENACE (USA)	ROMS/SNES/Dennis the Menace (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DERBY JOCKEY - KISHU OU E NO MICHI (JAPAN) (REV 1)	ROMS/SNES/Derby Jockey - Kishu Ou e no Michi (Japan) (Rev 1).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DERBY JOCKEY 2 (JAPAN) (REV 1)	ROMS/SNES/Derby Jockey 2 (Japan) (Rev 1).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DERBY STALLION 96 (JAPAN)	ROMS/SNES/Derby Stallion 96 (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DERBY STALLION 98 (JAPAN) (NP)	ROMS/SNES/Derby Stallion 98 (Japan) (NP).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DERBY STALLION II (JAPAN) (REV 1)	ROMS/SNES/Derby Stallion II (Japan) (Rev 1).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DERBY STALLION III (JAPAN) (REV 3)	ROMS/SNES/Derby Stallion III (Japan) (Rev 3).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DESCENTRALIZADO 1993 (USA) (PIRATE)	ROMS/SNES/Descentralizado 1993 (USA) (Pirate).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DESERT STRIKE - RETURN TO THE GULF (USA)	ROMS/SNES/Desert Strike - Return to the Gulf (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DESERT STRIKE - WANGAN SAKUSEN (JAPAN)	ROMS/SNES/Desert Strike - Wangan Sakusen (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DESTRUCTIVE (JAPAN)	ROMS/SNES/Destructive (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DHARMA DOUJOU (JAPAN)	ROMS/SNES/Dharma Doujou (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DIG & SPIKE VOLLEYBALL (USA)	ROMS/SNES/Dig & Spike Volleyball (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DIGIMON ADVENTURE (USA) (PIRATE)	ROMS/SNES/Digimon Adventure (USA) (Pirate).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DIMENSION-FORCE (JAPAN) (EN)	ROMS/SNES/Dimension-Force (Japan) (En).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DINO DINI'S SOCCER! (EUROPE) (EN,FR,DE)	ROMS/SNES/Dino Dini's Soccer! (Europe) (En,Fr,De).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DINOCITY (USA)	ROMS/SNES/DinoCity (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DIRT RACER (EUROPE) (EN,FR,DE)	ROMS/SNES/Dirt Racer (Europe) (En,Fr,De).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DIRT TRAX FX (USA)	ROMS/SNES/Dirt Trax FX (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOKAPON 3-2-1 - ARASHI O YOBU YUUJOU (JAPAN) (REV 1)	ROMS/SNES/Dokapon 3-2-1 - Arashi o Yobu Yuujou (Japan) (Rev 1).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOKAPON GAIDEN - HONOO NO AUDITION (JAPAN)	ROMS/SNES/Dokapon Gaiden - Honoo no Audition (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOLUCKY NO A.LEAGUE SOCCER (JAPAN)	ROMS/SNES/Dolucky no A.League Soccer (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOLUCKY NO KUSAYAKIU (JAPAN)	ROMS/SNES/Dolucky no Kusayakiu (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOLUCKY NO PUZZLE TOUR '94 (JAPAN)	ROMS/SNES/Dolucky no Puzzle Tour '94 (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DONALD DUCK NO MAHOU NO BOUSHI (JAPAN)	ROMS/SNES/Donald Duck no Mahou no Boushi (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DONKEY KONG COUNTRY (USA) (REV 2)	ROMS/SNES/Donkey Kong Country (USA) (Rev 2).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DONKEY KONG COUNTRY - COMPETITION CARTRIDGE (USA) (COMPETITION CART, NINTENDO POWER MAIL-ORDER)	ROMS/SNES/Donkey Kong Country - Competition Cartridge (USA) (Competition Cart, Nintendo Power mail-order).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DONKEY KONG COUNTRY 2 - DIDDY'S KONG QUEST (USA) (EN,FR) (REV 1)	ROMS/SNES/Donkey Kong Country 2 - Diddy's Kong Quest (USA) (En,Fr) (Rev 1).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DONKEY KONG COUNTRY 3 - DIXIE KONG'S DOUBLE TROUBLE! (USA) (EN,FR)	ROMS/SNES/Donkey Kong Country 3 - Dixie Kong's Double Trouble! (USA) (En,Fr).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOOM (USA)	ROMS/SNES/Doom (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOOM TROOPERS (USA)	ROMS/SNES/Doom Troopers (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOOMSDAY WARRIOR (USA)	ROMS/SNES/Doomsday Warrior (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DORAEMON - NOBITA TO YOUSEI NO KUNI (JAPAN) (REV 1)	ROMS/SNES/Doraemon - Nobita to Yousei no Kuni (Japan) (Rev 1).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DORAEMON 2 - NOBITA NO TOYS LAND DAIBOUKEN (JAPAN)	ROMS/SNES/Doraemon 2 - Nobita no Toys Land Daibouken (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DORAEMON 3 - NOBITA TO TOKI NO HOUGYOKU (JAPAN)	ROMS/SNES/Doraemon 3 - Nobita to Toki no Hougyoku (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DORAEMON 4 - NOBITA TO TSUKI NO OUKOKU (JAPAN)	ROMS/SNES/Doraemon 4 - Nobita to Tsuki no Oukoku (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOREMI FANTASY - MILON NO DOKIDOKI DAIBOUKEN (JAPAN)	ROMS/SNES/DoReMi Fantasy - Milon no Dokidoki Daibouken (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOSSUN! GANSEKI BATTLE (JAPAN)	ROMS/SNES/Dossun! Ganseki Battle (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOTTIE - DREADS NOUGHT (WORLD) (V1.1) (AFTERMARKET) (UNL)	ROMS/SNES/Dottie - Dreads Nought (World) (v1.1) (Aftermarket) (Unl).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOTTIE FLOWERS (JAPAN) (V1.1) (AFTERMARKET) (UNL)	ROMS/SNES/Dottie Flowers (Japan) (v1.1) (Aftermarket) (Unl).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOUBLE DRAGON V - THE SHADOW FALLS (USA)	ROMS/SNES/Double Dragon V - The Shadow Falls (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOUKYUUSEI 2 (JAPAN) (NP)	ROMS/SNES/Doukyuusei 2 (Japan) (NP).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOWN THE WORLD - MERVIL'S AMBITION (JAPAN)	ROMS/SNES/Down the World - Mervil's Ambition (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DOWNTOWN - NEKKETSU BASEBALL MONOGATARI - YAKYUU DE SHOUBU DA! KUNIO-KUN (JAPAN)	ROMS/SNES/Downtown - Nekketsu Baseball Monogatari - Yakyuu de Shoubu da! Kunio-kun (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DR. MARIO (JAPAN) (EN) (NP)	ROMS/SNES/Dr. Mario (Japan) (En) (NP).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON - THE BRUCE LEE STORY (USA)	ROMS/SNES/Dragon - The Bruce Lee Story (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON BALL Z - CHOMUTUJEON (KOREA)	ROMS/SNES/Dragon Ball Z - Chomutujeon (Korea).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON BALL Z - FINAL BOUT (USA) (PIRATE)	ROMS/SNES/Dragon Ball Z - Final Bout (USA) (Pirate).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON BALL Z - HYPER DIMENSION (JAPAN)	ROMS/SNES/Dragon Ball Z - Hyper Dimension (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON BALL Z - LA LEGENDE SAIEN (FRANCE)	ROMS/SNES/Dragon Ball Z - La Legende Saien (France).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON BALL Z - SUPER BUTOUDEN (JAPAN)	ROMS/SNES/Dragon Ball Z - Super Butouden (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON BALL Z - SUPER BUTOUDEN 2 (JAPAN) (REV 1)	ROMS/SNES/Dragon Ball Z - Super Butouden 2 (Japan) (Rev 1).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON BALL Z - SUPER BUTOUDEN 3 (JAPAN)	ROMS/SNES/Dragon Ball Z - Super Butouden 3 (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON BALL Z - SUPER GOKUU DEN - KAKUSEI HEN (JAPAN)	ROMS/SNES/Dragon Ball Z - Super Gokuu Den - Kakusei Hen (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON BALL Z - SUPER GOKUU DEN - TOTSUGEKI HEN (JAPAN)	ROMS/SNES/Dragon Ball Z - Super Gokuu Den - Totsugeki Hen (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON BALL Z - SUPER SAIYA DENSETSU (JAPAN) (REV 1)	ROMS/SNES/Dragon Ball Z - Super Saiya Densetsu (Japan) (Rev 1).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON KNIGHT 4 (JAPAN)	ROMS/SNES/Dragon Knight 4 (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON QUEST I & II (JAPAN)	ROMS/SNES/Dragon Quest I & II (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON QUEST III - SOSHITE DENSETSU E... (JAPAN)	ROMS/SNES/Dragon Quest III - Soshite Densetsu e... (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON QUEST V - TENKUU NO HANAYOME (JAPAN)	ROMS/SNES/Dragon Quest V - Tenkuu no Hanayome (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON QUEST VI - MABOROSHI NO DAICHI (JAPAN)	ROMS/SNES/Dragon Quest VI - Maboroshi no Daichi (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON SLAYER - EIYUU DENSETSU (JAPAN) (REV 1) (NP)	ROMS/SNES/Dragon Slayer - Eiyuu Densetsu (Japan) (Rev 1) (NP).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON SLAYER - EIYUU DENSETSU II (JAPAN)	ROMS/SNES/Dragon Slayer - Eiyuu Densetsu II (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON VIEW (USA)	ROMS/SNES/Dragon View (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON'S EARTH (JAPAN)	ROMS/SNES/Dragon's Earth (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON'S LAIR (USA)	ROMS/SNES/Dragon's Lair (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAGON'S MAGIC (JAPAN) (EN)	ROMS/SNES/Dragon's Magic (Japan) (En).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRAKKHEN (USA)	ROMS/SNES/Drakkhen (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DREAM BASKETBALL - DUNK & HOOP (JAPAN)	ROMS/SNES/Dream Basketball - Dunk & Hoop (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DREAM MAZE - KIGURUMI DAIBOUKEN (JAPAN)	ROMS/SNES/Dream Maze - Kigurumi Daibouken (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DREAM T.V. (USA)	ROMS/SNES/Dream T.V. (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRIFT KING SHUTOKOU BATTLE '94 - TSUCHIYA KEIICHI & BANDOU MASAAKI (JAPAN)	ROMS/SNES/Drift King Shutokou Battle '94 - Tsuchiya Keiichi & Bandou Masaaki (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DRIFT KING SHUTOKOU BATTLE 2 - TSUCHIYA KEIICHI & BANDOU MASAAKI (JAPAN)	ROMS/SNES/Drift King Shutokou Battle 2 - Tsuchiya Keiichi & Bandou Masaaki (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DUAL ORB - SEIREI TAMA DENSETSU (JAPAN)	ROMS/SNES/Dual Orb - Seirei Tama Densetsu (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DUAL ORB II (JAPAN)	ROMS/SNES/Dual Orb II (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DUCKTALES (WORLD) (REV-F) (AFTERMARKET) (UNL)	ROMS/SNES/DuckTales (World) (REV-F) (Aftermarket) (Unl).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DUEL, THE - TEST DRIVE II (USA)	ROMS/SNES/Duel, The - Test Drive II (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DUN QUEST - MAJIN FUUIN NO DENSETSU (JAPAN)	ROMS/SNES/Dun Quest - Majin Fuuin no Densetsu (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DUNGEON MASTER (USA)	ROMS/SNES/Dungeon Master (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DYNAMAITE - THE LAS VEGAS (JAPAN)	ROMS/SNES/Dynamaite - The Las Vegas (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	DYNAMIC STADIUM (JAPAN)	ROMS/SNES/Dynamic Stadium (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	E.V.O. - SEARCH FOR EDEN (USA)	ROMS/SNES/E.V.O. - Search for Eden (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EARTH DEFENSE FORCE (USA)	ROMS/SNES/Earth Defense Force (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EARTH LIGHT (JAPAN)	ROMS/SNES/Earth Light (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EARTH LIGHT - LUNA STRIKE (JAPAN)	ROMS/SNES/Earth Light - Luna Strike (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EARTHBOUND (USA)	ROMS/SNES/EarthBound (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EARTHWORM JIM (USA)	ROMS/SNES/Earthworm Jim (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EARTHWORM JIM 2 (USA)	ROMS/SNES/Earthworm Jim 2 (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EDONO KIBA (JAPAN)	ROMS/SNES/Edono Kiba (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EEK! THE CAT (USA)	ROMS/SNES/Eek! The Cat (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EIEN NO FILERNA (JAPAN)	ROMS/SNES/Eien no Filerna (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	ELFARIA - THE ISLE OF THE BLEST (JAPAN)	ROMS/SNES/Elfaria - The Isle of the Blest (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	ELFARIA II - THE QUEST OF THE MELD (JAPAN)	ROMS/SNES/Elfaria II - The Quest of the Meld (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	ELITE SOCCER (USA)	ROMS/SNES/Elite Soccer (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EMERALD DRAGON (JAPAN)	ROMS/SNES/Emerald Dragon (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EMIT VOL. 1 - TOKI NO MAIGO (JAPAN)	ROMS/SNES/Emit Vol. 1 - Toki no Maigo (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EMIT VOL. 2 - INOCHIGAKE NO TABI (JAPAN)	ROMS/SNES/Emit Vol. 2 - Inochigake no Tabi (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EMIT VOL. 3 - WATASHI NI SAYONARA O (JAPAN)	ROMS/SNES/Emit Vol. 3 - Watashi ni Sayonara o (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EMMITT SMITH FOOTBALL (USA)	ROMS/SNES/Emmitt Smith Football (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	ENERGY BREAKER (JAPAN)	ROMS/SNES/Energy Breaker (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EQUINOX (USA)	ROMS/SNES/Equinox (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	ERIC CANTONA FOOTBALL CHALLENGE (FRANCE) (EN,FR,DE,ES,IT,NL,SV)	ROMS/SNES/Eric Cantona Football Challenge (France) (En,Fr,De,Es,It,Nl,Sv).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	ESPARKS - IJIKUU KARA NO RAIHOUSHA (JAPAN)	ROMS/SNES/Esparks - Ijikuu kara no Raihousha (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	ESPN BASEBALL TONIGHT (USA)	ROMS/SNES/ESPN Baseball Tonight (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	ESPN NATIONAL HOCKEY NIGHT (USA)	ROMS/SNES/ESPN National Hockey Night (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	ESPN SPEEDWORLD (USA)	ROMS/SNES/ESPN Speedworld (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	ESPN SUNDAY NIGHT NFL (USA)	ROMS/SNES/ESPN Sunday Night NFL (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EURO FOOTBALL CHAMP (EUROPE)	ROMS/SNES/Euro Football Champ (Europe).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EXERTAINMENT MOUNTAIN BIKE RALLY (USA)	ROMS/SNES/Exertainment Mountain Bike Rally (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EXERTAINMENT MOUNTAIN BIKE RALLY + SPEED RACER (USA)	ROMS/SNES/Exertainment Mountain Bike Rally + Speed Racer (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EXHAUST HEAT II - F1 DRIVER E NO MICHI (JAPAN)	ROMS/SNES/Exhaust Heat II - F1 Driver e no Michi (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	EXTRA INNINGS (USA)	ROMS/SNES/Extra Innings (USA).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	F-1 GRAND PRIX (JAPAN)	ROMS/SNES/F-1 Grand Prix (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	F-1 GRAND PRIX - PART II (JAPAN)	ROMS/SNES/F-1 Grand Prix - Part II (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	F-1 GRAND PRIX - PART III (JAPAN)	ROMS/SNES/F-1 Grand Prix - Part III (Japan).zip	RETROARCH	snes9x_libretro.so
PLAY	SNES	F-ZERO (USA)	ROMS/SNES/F-Zero (USA).zip	RETROARCH	snes9x_libretro.so
